Answer,Clue,File
"LEUT","Luat la bani mărunţi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ILOGIC","Rezultat dintr-o judecată nedreaptă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"CRESTARI","Scoaterea dinţilor (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ARA","A schimba aşternutul la pat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"TARATOR","Şarpe întâlnit la drumul mare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"NARUIT","Ajuns la ultimul nivel de stat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"SIRA","Luată în cârcă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"INEL","Ochi pentru gătit","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"EREMIT","Solist pe scena vieţii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"TAMPIT","Lăsat de capul lui","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"FORA","A pătrunde vertical în terenul de încercare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ARA","A lucra adâncit","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"NIMERIT","Atins cu harul norocului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"BATJOCURA","O rușine dată... pe cinste","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ACRUT","Vin din trecut","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TIRAN","Capul răutăților","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"INAMIC","Aliat cu opoziția","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"RT","Roșit la piele!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ARMATA","Luptă pentru țară","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ITA","Bate preșurile","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"AO","Tangentă la cerc!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"OTARATA","Amorsată pentru explozie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TUNAR","Alimentator la baterie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"MIRAT","Omul surprizelor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"IRITA","A scăpa de sub control","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ATA","Indicatoare de drum drept","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"SFAT","Învățătură de bună credință","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ORATOR","Autorul unui monolog","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TELENT","Factor de creștere a eficacității","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"BARE","Trec în sprijinul apărării","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TABARA","Grup potrivnic","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TEST","Pune mintea la contribuție","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ARAC","Sprijin dat celor vii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"RAU","Transmise pe unde... medii (sg.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"FE","Formă fără fond!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"MATRIMONIAL","Înscris oficial în partide","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"JUNA","Femeie de viitor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ARTE","Vârfuri de producție","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"INOTATORI","Bărbați supuși muierilor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TIC","Un pas în timp","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"MAT","Se face ghem la tors","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TOT","Unitate de masă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"MUTI","Retrași din galerie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"AMAR","Vreme rea","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"FERICIRI","Idealuri în viață","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"AB","Vârf de abanos!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ORAR","Proiect în fază de execuție","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"TARATA","O femeie neîmplinită","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"RI","Scrieri în versuri cu rimă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ARATATOR","Unu la mână","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ATENT","N-are scăpare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ATARE","Prezentare fără dubii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"POSOMOREALA","Involuţie din senin","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"RC","Trasă din arc!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ARS","Lut pentru oale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"RISC","Subiectul unui roman de aventuri","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ORAR","Scos din programul stabilit","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"PNEU","Mijloc circulant","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"LOTERIE","Se joacă cu norocul altora","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"RAI","Respins la alegeri","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ITA","Bătută cu rost","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ACOLIT","Locotenent la crima organizată","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"FICATI","Mai... mulţi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ATEE","Femeie surprinsă într-o ipostază incredibilă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ER","Inter dreapta intrat pe teren!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"GAURI","A trece dintr-o parte în alta","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"NM","E neam cu ea!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"REGAT","Apreciat sub valoarea coroanei","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"OASTE","Unitate de forţă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ATASATI","Oameni bine legaţi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"RUDA","Apropiată familiei","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ETANSI","Lipsiţi de comunicare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ERETICA","Dată dracului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ACT","Lucrare însemnată","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"PROLIFERARE","Act de creaţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"OCROTIRE","Grija care nu ne roade","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"UR","Miez de mure!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ATAC","Sfârşeşte în gol","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"GADE","Executant cu sânge rece al loviturii de pedeapsă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"OARE","Duse... la vânat de vulpi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"AGATAT","Condamnat cu suspendare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"MR","Matur cu carte!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"RATATA","Pierdută în lume","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"OSPICIU","Cuibuşor de nebunii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"SEC","Gol de producţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"NEO","Prezentat în premiere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ROATA","Înscrisă în circuit","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ERE","Apreciate în vremurile bune","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"LAIATA","O jumătate de rom","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"AIURIT","Trăsnit din senin","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"SINA","Piesă nelipsită de la dosar","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"LS","Scule încurcate!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ATENT","Chemat la concentarare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"SC","Schimbarea la faţă!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"ACRI","Strânşi în fălci","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"EMERIT","Promovat cu calificativ excepţional","/home/adi/workspace/rebus/careuri-definitii/js/hobby-38.js"
"DRAMATIZARI","Concepţii despre joc","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ROTIRI","Trasee cu sens giratoriu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ATOM","Unitate nucleară","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"EL","Cale de întoarcere la castel!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"RIGORI","Încadrate cu normă fixă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"SUDA","A acţiona pentru o trainică legătură","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ALINTA","A încânta cu vorbele","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"RATARI","Rezultate nesatisfăcătoare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"TIR","Pornit în căutarea unei ţinte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"FIU","Fratele sorei tatălui","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"TAMPITA","Lăsată de capul ei","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"NEA","Mulţime de stele căzătoare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"PATAT","Cu urmă de curăţenie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"PLESCAIT","Specialitate de limbă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"NI","Media minimă la examinare!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"TU","O persoană din anturaj!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"TARCURI","Cadru de activitate pentru strungari (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"POETA","Lirică în expresie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"RACI","Roşii de gătit","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"FAST","Aflat într-un moment de excepţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"CAIMAC","Semn de bun augur ghicit în cafea","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"DRES","Luat peste picior","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"FAPT","Pură întâmplare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ROLURI","Evidenţiate în misiuni","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"LUPA","O piesă pentru filatelişti","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"AT","Aspect exterior... la o fată!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"DAUNE","Morala unei replici acide (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"OS","Destinaţie aleasă de frică","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"MIRAT","Luat prin suprindere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ESTET","Preocupat de forma artistică","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ARI","Palme muncite de ţăran","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ATACAT","Aflat în pană de inspiraţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"TIGARA","Arde de nerăbdare uneori","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ARAC","Fixat între butuci","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"OLIMPIC","Concurs cu participare mondială","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ZARI","Se întind în larg","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"PATURI","Locuri pentru transplantări","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"ATINTIT","Văzut cu ochi buni","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"RAM","Unitate productivă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"RO","Preludiu romantic!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"TITANICA","Reprezentanta unei mari puteri","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"IMPARATI","Mari figuri istorice","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"IC","Unealtă pentru spărgători","/home/adi/workspace/rebus/careuri-definitii/js/hobby-39.js"
"MUSUMLANA","O femeie îmbrobodită","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"EST","Reprezentantul orientării de dreapta","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"IAR","O dă la întors","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"LEU","Unitate de stat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"SCARTAETURI","Tânguieli în vânt","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"TATAR","Năvăleau ca turcii (sg.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"SEA","Ruptură de lanţ","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"UNELTITOR","Maestrul combinaţiilor neortodoxe","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ROTI","Se duc de-a berbeleacul","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"OAC","O gură de apă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"SE","Case la şosea!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"IF","Ifose afişate făţiş!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"TACTURI","Definite cu fler","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ELITA","O mulţime de aprecieri","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"TAIA","A tage în bară","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"CRI","Dat cu ţârâita","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ALIAT","Un om de legat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ATENTAT","Crimă prescrisă (!)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ORI","Unul dintre factori","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"RADIA","A corecta greşelile","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"EZITA","A amâna verdictul","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"MESTERI","Fac şi dreg, pe bune","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"CAR","Moară fără cereale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"USCA","A scăpa de dominaţia muierii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"OFERTA","Răspuns la apel","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"STATUT","Prevedere legală","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"LIED","Text muzical","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"RANITI","Trecuţi în rezervă după atac","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"NI","Ridicare de nivel!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"MITRE","Calificate în sferturi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ATATA","A intra în conflict","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"LAA","Lasă urme la bătaie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"LOCALA","Zonă limitată","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ARESTAT","Tratat la camera de gardă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ITE","Trag la rame","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"TEICUTA","Mică adăpătoare de la ţară","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ALUAT","Ajuns în formă în cursul pregătirilor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"RATOI","A da o tărie pe gât","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ER","Cădere pe spate!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"OSII","Se întind de-a latul drumului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"RT","De la start la finiş!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"MUIERE","Ţinută ţărănească","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"ABIA","Încadrată în barem","/home/adi/workspace/rebus/careuri-definitii/js/hobby-40.js"
"DEZMIERDARE","Declaraţie de dragoste","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"ESUA","A pune vasele la uscat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"CARMA","Aflată la comandă pe navă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"OT","Ouleţ spart!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"SARMANTA","Participantă la concursul de miss","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"NUMARA","A stabili efectivul complet","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"MA","Epilogul unei drame văzută la cinema!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"TAU","Apa rece din căldare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"INTARIT","Băgat în priză","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"ORTAC","Suporter venit din galerie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"AT","Atribuit în premieră... la teatru!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"RA","Start în raliul... din Sahara!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"ALINTURI","Vorba dulce, mult aduce (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"OSTI","Copii de trupă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
"AERATI","Purtaţi de vânt","/home/adi/workspace/rebus/careuri-definitii/js/hobby-41.js"
